201,2019-05-19 05:36:24,2019-05-22 08:02:44.353,fff,,alfian6,45,68,Consumable,2
11912,2019-01-04 18:32:01.806,2019-05-22 10:24:50,<item description>,default-item.jpg,Vivian Shepherd,878,101,Stockable,3
1500,2019-05-18 06:45:43,2019-05-23 07:23:03,yeah,hehe,alfian,345,70,Consumable,2
251,2019-05-23 07:25:15,2019-05-23 07:25:15,"",,tesnew,123,22,Consumable,3
8253,2019-01-04 18:31:59.76,2019-05-21 23:34:59,,default-item.jpg,barang2,200,100,Consumable,5
11913,2019-01-04 18:32:01.807,2019-05-22 10:24:40,<item description>,default-item.jpg,Kameko O. Knapp,740,79,Stockable,1
11914,2019-01-04 18:32:01.807,2019-01-04 18:32:01.807,<item description>,default-item.jpg,Teagan Vargas,929,100,Consumable,4
11915,2019-01-04 18:32:01.808,2019-01-04 18:32:01.808,<item description>,default-item.jpg,Dai J. Caldwell,270,100,Consumable,5
11916,2019-01-04 18:32:01.808,2019-01-04 18:32:01.808,<item description>,default-item.jpg,Josiah Sexton,724,100,Stockable,5
11917,2019-01-04 18:32:01.809,2019-05-22 08:02:44.372,<item description>,default-item.jpg,Colton Thompson,601,79,Stockable,6
11918,2019-01-04 18:32:01.81,2019-01-04 18:32:01.81,<item description>,default-item.jpg,Linus I. Lowe,943,100,Consumable,5
11919,2019-01-04 18:32:01.81,2019-01-04 18:32:01.81,<item description>,default-item.jpg,Ira F. Allison,148,100,Consumable,6
11920,2019-01-04 18:32:01.811,2019-01-04 18:32:01.811,<item description>,default-item.jpg,Brenda C. Grant,281,100,Stockable,5
11921,2019-01-04 18:32:01.811,2019-01-04 18:32:01.811,<item description>,default-item.jpg,Oscar F. Donovan,668,100,Stockable,2
11922,2019-01-04 18:32:01.812,2019-01-04 18:32:01.812,<item description>,default-item.jpg,Jin J. Strickland,961,100,Consumable,3
11923,2019-01-04 18:32:01.813,2019-01-04 18:32:01.813,<item description>,default-item.jpg,Rhonda Madden,357,100,Consumable,6
11924,2019-01-04 18:32:01.813,2019-01-04 18:32:01.813,<item description>,default-item.jpg,Sopoline Chang,694,100,Stockable,3
11925,2019-01-04 18:32:01.813,2019-01-04 18:32:01.813,<item description>,default-item.jpg,Quail S. Harris,36,100,Stockable,1
1,2019-05-18 06:58:04,2019-05-23 07:25:00,yeah,hehe,alfian2,347,100,Consumable,2
11926,2019-01-04 18:32:01.814,2019-01-04 18:32:01.814,<item description>,default-item.jpg,Brynn X. Benton,658,100,Consumable,4
11927,2019-01-04 18:32:01.814,2019-01-04 18:32:01.814,<item description>,default-item.jpg,Lee Bray,598,100,Consumable,2
11928,2019-01-04 18:32:01.814,2019-01-04 18:32:01.814,<item description>,default-item.jpg,Alan Quinn,917,100,Stockable,2
11929,2019-01-04 18:32:01.815,2019-01-04 18:32:01.815,<item description>,default-item.jpg,Troy Mckinney,962,100,Stockable,2
11930,2019-01-04 18:32:01.815,2019-01-04 18:32:01.815,<item description>,default-item.jpg,Hedley Mathews,933,100,Consumable,2
11931,2019-01-04 18:32:01.816,2019-01-04 18:32:01.816,<item description>,default-item.jpg,Mikayla Gilbert,305,100,Consumable,3
11932,2019-01-04 18:32:01.816,2019-01-04 18:32:01.816,<item description>,default-item.jpg,Clio Norman,207,100,Stockable,4
11933,2019-01-04 18:32:01.816,2019-01-04 18:32:01.816,<item description>,default-item.jpg,Branden Parrish,242,100,Stockable,6
11934,2019-01-04 18:32:01.817,2019-01-04 18:32:01.817,<item description>,default-item.jpg,Sara Michael,636,100,Consumable,3
11935,2019-01-04 18:32:01.817,2019-01-04 18:32:01.817,<item description>,default-item.jpg,Moana Chase,368,100,Consumable,1
11936,2019-01-04 18:32:01.817,2019-01-04 18:32:01.817,<item description>,default-item.jpg,Pearl U. Gonzalez,141,100,Stockable,2
11937,2019-01-04 18:32:01.818,2019-01-04 18:32:01.818,<item description>,default-item.jpg,Tatyana Kelley,385,100,Stockable,1
11938,2019-01-04 18:32:01.818,2019-01-04 18:32:01.818,<item description>,default-item.jpg,Kermit Ayers,550,100,Consumable,3
11939,2019-01-04 18:32:01.819,2019-01-04 18:32:01.819,<item description>,default-item.jpg,Octavius Forbes,964,100,Consumable,3
11940,2019-01-04 18:32:01.819,2019-01-04 18:32:01.819,<item description>,default-item.jpg,Kennedy Holder,19,100,Stockable,3
11941,2019-01-04 18:32:01.819,2019-01-04 18:32:01.819,<item description>,default-item.jpg,Kiara Le,511,100,Stockable,6
11942,2019-01-04 18:32:01.82,2019-01-04 18:32:01.82,<item description>,default-item.jpg,Althea Z. Stevenson,436,100,Consumable,2
11943,2019-01-04 18:32:01.82,2019-01-04 18:32:01.82,<item description>,default-item.jpg,Calvin Vasquez,836,100,Consumable,6
11944,2019-01-04 18:32:01.82,2019-01-04 18:32:01.82,<item description>,default-item.jpg,Wesley J. Sellers,237,100,Stockable,1
11945,2019-01-04 18:32:01.821,2019-01-04 18:32:01.821,<item description>,default-item.jpg,Vivien C. Hays,297,100,Stockable,6
11946,2019-01-04 18:32:01.821,2019-01-04 18:32:01.821,<item description>,default-item.jpg,Brent Bailey,867,100,Consumable,4
11947,2019-01-04 18:32:01.821,2019-01-04 18:32:01.821,<item description>,default-item.jpg,Herman Mathis,817,100,Consumable,5
11948,2019-01-04 18:32:01.822,2019-01-04 18:32:01.822,<item description>,default-item.jpg,Chaney W. Roberts,839,100,Stockable,5
11949,2019-01-04 18:32:01.822,2019-01-04 18:32:01.822,<item description>,default-item.jpg,Julie B. Vaughan,22,100,Stockable,2
11950,2019-01-04 18:32:01.823,2019-01-04 18:32:01.823,<item description>,default-item.jpg,Murphy Coffey,637,100,Consumable,4
11951,2019-01-04 18:32:01.823,2019-01-04 18:32:01.823,<item description>,default-item.jpg,Portia F. Underwood,288,100,Consumable,4
11952,2019-01-04 18:32:01.823,2019-01-04 18:32:01.823,<item description>,default-item.jpg,Maisie J. Rivas,656,100,Stockable,4
11953,2019-01-04 18:32:01.824,2019-01-04 18:32:01.824,<item description>,default-item.jpg,Kendall M. Mendoza,893,100,Stockable,6
11954,2019-01-04 18:32:01.825,2019-01-04 18:32:01.825,<item description>,default-item.jpg,Hayfa Henson,428,100,Consumable,4
11955,2019-01-04 18:32:01.825,2019-01-04 18:32:01.825,<item description>,default-item.jpg,Logan P. Rivers,331,100,Consumable,6
